name;price;quantity;code
MEL APIS VIDA;8,81;52;3300552527931
MEL APIS VIDA CORTA GOTAS;8,81;76;1341797155048
MEL APIS VIDA SACHE C/12;8,81;67;2518200795903
MEL BISNAGA 270G SILVESTRE SO MEL;8,81;78;8473191818221
MEL BISNAGA APIS VIDA 350G;8,81;21;5562909111970
MEL C/PROP E LOTUS 300G;8,81;34;4535867813636
MEL COM GELEIA REAL 36 SACHES 4G APIS FLORA;8,81;22;6681751747637
MEL DE ABELHA COM PROPOLIS MELVILLE SUPERBOM 200ML;8,81;91;4024412221297
MEL DE ABELHA SUPERBOM VIDRO 330ML;8,81;48;3604877979693
MEL FLORES SILVESTRES UNIFLORA BISNAGA;8,81;57;9982318871116
MEL ORGANICO KORIN 230GR;8,81;57;1065978469732
MEL ORGANICO KORIN 300GR;8,81;77;3459239333318
MEL PURO ARTE NATIVA 300 MUNDO NATURAL;8,81;79;9312542531108
MEL PURO BISNAGA 450GR 306014;8,81;32;7789880867948
MEL QUEENSBERRY SILVESTRE;8,81;52;3790917770986
MEL ROSADO RIOQUIMICA;8,81;40;4493807991418
MEL SACHE 1KG APIS FLORA;8,81;51;8532564920791
MEL SILVESTRE 360 G JOFAT;8,81;32;9302464571769
MEL SUPERBOM BISNAGA;8,81;21;6796319285643
MEL SUPERBOM C/EUCALIPTO;8,81;48;6717802980636
MEL SUPERBOM GELEIA REAL;8,81;69;2003646045992
MEL SUPERBOM NATURAL;8,81;27;7785061554420
MEL VD 500G APIARIO SO MEL;8,81;95;6314297074773
SACHET MEL PURO 65G;8,81;35;3585692244556
SACHET MEL/PROPOLIS 65G;8,81;46;9368852209831
VIDRO DE MEL 350G SILVESTRE APIARIO SO MEL;8,81;52;5150904230204
API AGRIAO 10 SACHES APIS FLORA;8,81;16;8705903446288
API DE ROMA 300G;8,81;67;3380826852509
API GUACO SPRAY GUACO PROPOLIS E MEL;8,81;43;4156771197140
API ROMA SPRAY ROMA PROPOLIS E MEL;8,81;39;8919508761999
APIGUACO MEL PROPOLIS SABOR GUACO 300G APIS FLORA;8,81;45;8676120578286
APILIMAO 300G;8,81;73;9913259182417
APIS VIDA MEL PROPOLIS GUACO 300GR;8,81;34;3266998090678
APISFRESH SPRAY MEL PROPOLIS 35ML;8,81;71;7842638760083
APISPRAY SPRAY APIS FLORA;8,81;31;3662603552094
AROM BUCAL PROP FORTE UNIFLORA;8,81;84;8865665930033
AROM BUCAL PROP LIMAO UNIFLORA;8,81;44;4575024962834
AROM BUCAL PROP/CRAVO/CANELA UNIFLORA;8,81;82;6172984979219
AROM BUCAL PROP/GENG UNIFLORA;8,81;92;4285862636295
AROM BUCAL PROP/MALVA/M UNIFLORA;8,81;64;4929939466555
AROM BUCAL PROP/ROMA/GENG UNIFLORA;8,81;55;1045659512096
BEIJINHO DE COLHER MOCA;8,81;61;8708567054254
BRONCONATU S 200ML NATU;8,81;85;4133080561197
COM MEL EUCALIPTO APISVIDA 13624-7 MIX IDEAL;8,81;83;2553980010275
COMPOSTO DE MEL E PROPOLIS 300G DISTRIBUIDORA MUNDO VERDE;8,81;85;5824581787423
COMPOSTO DE MEL GUACO;8,81;79;2183497684499
DANONE DANETTE C/2 MIX HERSHEY S;8,81;68;6271789240208
EXTRATO DE PROPOLIS SPRAY;8,81;28;6733292507463
EXTRATO DE PROPOLIS/LOTUS;8,81;23;1217313914039
MEL ,PROP S ALHO 300G MUNDO NATURAL;8,81;64;6002135836608
MEL 280G;8,81;95;2824689848656
MEL 280G SOMEL;8,81;18;4032966341400
MEL 7 ERVAS 290G NECTAR PLUS;8,81;60;9243497324533
MEL ABELHAS ARTE NATIVA 280GR;8,81;69;7675783741659
MEL AG EUCALIP;8,81;46;8756279758900
MEL APISF PROP/AGR 300G;8,81;58;1973712583020
MEL C/ GELEIA REAL E GINSENG 300 G - APIS VIDA;8,81;82;5838498544221
MEL C/ PRO 300G MUNDO NATURAL;8,81;32;9425048766780
MEL C/ PROPOLIS E COPAIBA 300 G - APIS VIDA;8,81;62;9709370216053
MEL C/ PROPOLIS GUACO UNIFLORA;8,81;16;5002769014043
MEL C/GELEIA REAL UNIFLORA;8,81;71;3639824410430
MEL C/PROP;8,81;80;9792897621763
MEL C/PROP FLORES SILVETRES UNIFLORA;8,81;79;7495690923697
MEL C/PROP/AGRIAO/EUCALIPTO UNIFLORA;8,81;69;4453193657834
MEL C/PROPOLIS UNIFLORA;8,81;61;6082086582845
MEL COM GELEIA REAL EM SACHES - CARTELA DE 40G - UNIFLORA;8,81;28;2158923959705
MEL COM PROPOLIS 300GR;8,81;78;5473402200583
MEL COM PROPOLIS E EUCALIPTO- ;8,81;38;7557387491485
MEL COM PROPOLIS E LIMAO BRAVO 300G ARTE NATIVA;8,81;39;6832396888100
MEL COM PROPOLIS E POEJO- ;8,81;98;5321404793428
MEL COM PROPOLIS E ROMA ;8,81;69;5701970831398
MEL CORTOSSE O CORTICO 150G A B COSTA CARNEIRO products AL;8,81;17;7371193671633
MEL E PROPOLIS 260G SO MEL;8,81;36;1648069475814
MEL NECTAR FLORAL 300GR PROPOLIS/ROMA;8,81;52;2842538501684
MEL NECTAR FLORAL 700GR;8,81;39;1763100148082
MEL NECTAR FLORAL BARBOSA E PROP 275G;8,81;66;8052064338687
MEL PRO AGRIAO 300G MUNDO NATURAL;8,81;77;5980769335424
MEL PROP GUA 150G NFLOR POTE;8,81;36;3081735180892
MEL PROP RO 150G NFLOR POTE;8,81;67;9512564181398
MEL PROPOLIS E ROMA 300G APIS VIDA;8,81;89;6929711688763
PROPOLISINA EXTRATO DE PROPOLIS EM SOLUCAO AQUOSA APIS FLORA;8,81;79;1782505530097
PROPOLIX SPRAY;8,81;64;5595840518887
PROPOMAX EXTRATO AQUOSO DE PROPOLIS;8,81;43;1809388567705
SOBR LACTEA DANETTE BRIGADEIRO;8,81;99;1164620472565
SOBR LACTEA DANETTE CHOCOLATE MEIO AMARGO;8,81;95;5285232080793
XAROPE MEL COM PROPOLIS E GUACO;8,81;19;1632480055472
TEMPERO MAGGI TOMATE E AZEITE 25GR;8,81;84;2741704315292
ALHO SUPER ALHO 100GR;8,81;74;2914885643919
PURO ALHO TRIT SUPERALHO;8,81;84;4446034957866
VEGETAIS MISTOS MC CAIM CONG 300GR;8,81;90;4906981710306
ALCACHOFRA NA BRASA LA PASTINA 130GR;8,81;37;6590740832745
ESPEC KODILAR PIM CALABRESA;8,81;21;3286793254518
PIMENTA MEXICANA SANTA HELENA;8,81;15;1524528536365
BROCOLIS PCT;8,81;78;3202567631224
ERVILHA CONGELADA 400 GR;8,81;75;6141939288950
ERVILHACENOURA JUREMA;8,81;15;8588383106556
AZEITONAS VALE FERTIL SAC;8,81;57;8507125422238
CEBOLINHAS VALE FERTIL 12/;8,81;25;6282417883878
ALHO GRANULADO;8,81;75;6945183358904
CEBOLA ALHO E SALSA BEIJA FLOR;8,81;97;2551247960311
CEBOLA KITANO 50GR GRANULADA;8,81;95;6374065519725
CEBOLA TRITURADA KENKO 180GR;8,81;55;1458924969526
CEBOLINHA VERDE KITANO 7GR DESIDR FCO;8,81;18;1771204612524
CHEIRO VERDE;8,81;92;6447423478137
COGUM CHAMPIGNON CEPERA SACHE;8,81;98;9488668475050
COGUMELO IGUATEMI;8,81;23;9652652951047
COGUMELO KENKO SACHET;8,81;53;5591592255833
COGUMELO MASTROIANI SECO SHIMEJI;8,81;73;1938051342816
COGUMELOS KENKO SHITAKE EM CONS;8,81;64;9510135672569
ESPEC KODILAR CHEIRO VERDE;8,81;29;8604327593598
ESPEC KODILAR SALSA DESID ;8,81;81;6970798288585
SALSA DESIDRATADA HIKARI;8,81;73;8781000676428
SALSA DESIDRATADA KITANO;8,81;65;7679878935302
SALSA DESIDRATADA KODILAR 5GR;8,81;21;6216793257883
BROTO FEIJAO MOYASHI;8,81;88;5736305354836
CARIOCA SUPER MAXIMO TIPO 1 PACOTE 1 KG;8,81;27;2768580604656
ERVILHA CAMIL PACOTE;8,81;47;1507588938694
ERVILHA KODILAR PARTIDA;8,81;93;9438777837594
ERVILHA VERDE PARTIDA HIKARI 5;8,81;16;1756206390940
ERVILHA YOKI 500 GR;8,81;43;4163776990003
FEIJAO AZUKI MAISVITA;8,81;93;7541442563941
FEIJAO BRANCO HIKARI 500 GR;8,81;17;6323421282478
FEIJAO BRANCO KODILAR;8,81;69;3506400482079
FEIJAO BRANCO TIPO 1 CAMIL 500G;8,81;29;3508312768859
FEIJAO BRANCO YOKI ;8,81;27;4684947732031
FEIJAO CARIOCA BROTO LEGAL 1KG;8,81;18;1481332659402
FEIJAO CARIOCA PANTERA 1KG;8,81;58;8497765295237
FEIJAO CARIOCA ROSALITO 1KG;8,81;80;5724191583521
FEIJAO CARIOCA TIPO 1 CAMIL 1KG;8,81;72;9639105614082
FEIJAO CARIOCA TIPO 1 KICALDO 1 KG;8,81;99;4405770600158
FEIJAO COMBRASIL 1KG T1 CARIOCA;8,81;65;9138664591679
FRADINHO CAMIL TIPO 1 PACOTE;8,81;77;1860492700229
GRAO DE BICO AMAFIL;8,81;27;1271605405585
GRAO DE BICO CAMIL;8,81;47;8296487435896
GRAO DE BICO CAMIL 247GR;8,81;76;8811480114693
GRAO DE BICO KODILAR 500GR;8,81;23;3375785562383
GRAO DE BICO YOKI;8,81;87;2321690956379
JALO CAMIL TIPO 1 PACOTE;8,81;21;8523781231705
LENTILHA CONSERVA CAMIL TETRA PAK;8,81;62;4947709941860
LENTILHA KODILAR 500GR;8,81;65;6070511485214
LENTILHA SECA CAMIL;8,81;63;2363601258743
LENTILHA SECA HIKARI 500 GR;8,81;84;9595535490940
LENTILHA YOKI 500 GR;8,81;72;9062545385839
PRETO CAMIL TIPO 1 PACOTE 1 KG;8,81;34;9171338274194
PRETO COMBRASIL TIPO 1 PACOTE 1 KG;8,81;20;3340153692211
VERDURA BROTO DE FEIJAO;8,81;93;6449871632933
MANDIOCA PALITO;8,81;57;7221488744679
COC RALADO LA VIOLETERA 100 GR;8,81;38;8475073000755
COCO FLOCOS SOCOCO;8,81;73;2434753599477
COCO RAL DUCOCO 48X 435 | COCO RALADO DUCOCO;8,81;88;5966638032846
COCO RAL DUCOCO 48X 435 | COCO RALADO DUCOCO;8,81;29;2905012466906
COCO RAL DUCOCO ADOC 24X 384 | COCO RALADO;8,81;66;8880735680161
COCO RAL LA PREFERIDA ADOC 24X | COCO RALADO LA PREFERIDA ADOC;8,81;90;5114244497049
COCO RAL MENINA 48X REF22 | COCO RALADO MENINA ;8,81;50;8207038210937
COCO RALADO APTI S/ACUCAR DESIDRATADO;8,81;55;9363328191529
COCO RALADO DR OETKER;8,81;46;5339734097983
COCO RALADO MAIS COCO;8,81;30;3773801343238
COCO RALADO MAIS COCO;8,81;35;1682725603091
COCO RALADO MAIS COCO;8,81;18;7076851797842
COCO RALADO MAIS COCO ;8,81;84;2830096269733
COCO RALADO MENINA FLOCOS UMID;8,81;28;2101703887937
COCO RALADO PREFERIDA 48/RS;8,81;93;6354871931953
COCO RALADO PREFERIDA 48/RS;8,81;91;1932635966701
COCO RALADO PURO LA VIOLETERA;8,81;76;3924353701585
COCO RALADO QUEIMADO;8,81;53;6062390851622
COCO RALADO SOCOCO ;8,81;94;1996191995430
COCO RALADO SOCOCO 100G;8,81;24;2908897500078
COCO RALADO SOCOCO FLOCOS SWEET;8,81;65;2326974842389
COCO RALADO SOCOCO FLOCOS SWEET;8,81;40;1286147117437
COCO RALADO SOCOCO FLOCOS SWEET;8,81;19;1798901926522
COCO RALADO ZAELI;8,81;66;1396519772941
COCO RALADO ZAELI;8,81;67;1590975937965
FLOCOCO DE COCO DUCOCO RS;8,81;51;4756453915030
AMENDOA IRACEMA SALGADA;8,81;59;3315817333104
AMENDOA LAMINADA LA VIOLETERA;8,81;97;3901358588186
AMENDOAS LA VIOLETERA SEM CASC;8,81;69;7661410182933
AVELA C/CASCA LA VIOLETERA 200;8,81;50;4842319053162
AVELA ESTR ORIENTE NATURAL S/CASCA;8,81;99;9290514372835
AVELA ESTR ORIENTE TORRADA/SALGADA;8,81;67;5988770985524
AVELA SEM CASCA LA VIOLETERA;8,81;15;2525841231807
NOZES DON PEPE S/CASCA PCT 150GR;8,81;18;1000940493913
NOZES ESTR ORIENTE NATURAL;8,81;30;3369383262474
NOZES ESTR ORIENTE PECAN;8,81;19;3246101070565
NOZES LA VIOLETERA C/CASCA;8,81;24;2690169720798
NOZES SEM CASCA LA VIOLETERA;8,81;56;8521650560822
PINOLI LA PASTINA ITALIANO SNOBAR;8,81;23;7003491133950
BANANA CROCANTE JASMINE LIOFILIZADA;8,81;66;3350544249400
BANANA MANIA CAFE 28 GR BANANA MANIA;8,81;36;5334732436129
BANANA PASSA 180G;8,81;37;2546383669606
BANANA PASSA COM COBERTURA DE CHOCOLATE AO LEITE;8,81;27;4173505695142
BANANA PASSA SAVIVE 100GR;8,81;59;3571186883897
BANANA PASSA TABLETE 200 GR LV;8,81;63;2975866139733
BANANA TROOP;8,81;19;6653038162229
BARRA DE FRUTAS 400GR CX C/20 UND B MANIA;8,81;83;4225095154165
ABACAXI CROCANTE JASMINE LIOFILIZADO;8,81;51;8911705736763
FIGO TURCO ESTRELA ORIENTE;8,81;87;1404434365438
FIGO TURCO LA VIOLETERA R;8,81;22;6583993574685
FIGO TURCO LA VIOLETERA R;8,81;34;7315509072295
TAMARA C/CAROCO E ORIENTE;8,81;55;7216644113733
TAMARA LA VIOLETERA SECA C/CAROCO;8,81;30;7723729236895
UVA PASSA BRANCA SEM CAROCO ESTRELA DO ORIENTE;8,81;66;7138171652622
UVA PASSA ESTR ORIENTE PRETA;8,81;64;5854651378751
UVA PASSA PRETA S/SEMENTE DON PEPE PCT;8,81;99;4305809913464
UVA PASSAS MONTEVERGINE CHOCOLATE P NICK;8,81;53;4017215420203
UVAS PASSAS LA VIOLETERA;8,81;40;6714686180869
UVAS PASSAS LA VIOLETERA;8,81;25;7745886725435
ACAI FROOTY COM PROTEINA;8,81;64;6051325810265
ACAI FROOTY NATURAL C/GRANOLA;8,81;76;8459143032598
AMEIXA EM CALDA SECA;8,81;81;9070806629260
AMEIXA EM CALDA SECA;8,81;73;2689933450895
AMEIXA ESTR ORIENTE SECA S/CAROCO C/CHOCOLATE;8,81;48;7224516555674
AMEIXA ESTRELA ORIENTE 150GR C/CASCA;8,81;93;7575868937336
AMEIXA SECA DON PEPE S/CAROCO;8,81;86;2170415184189
AMEIXA SECA ESTRELA DO ORIENTE;8,81;68;4486966230868
AMEIXA SECA LA VIOLETERA 100GR;8,81;68;3263373818852
AMEIXA SECA QUERO;8,81;66;6737961240648
AMEIXA SECA TENRA LA VIOLETERA R;8,81;65;7654791480064
BLUEBERRIES JASMINE;8,81;69;9065716845160
CRANBERRIES JASMINE;8,81;54;1356078933799
DAMASCO ESTR ORIENTE 150G;8,81;24;2160052983359
DAMASCO TURCO D PEPE BANDEJA;8,81;99;3285039689654
DAMASCO TURCO ESTRELA DO ORIENTE;8,81;42;9922512897879
DAMASCO/AMEIXA S/C EST ORIENTE;8,81;53;7113808406166
JASMINE MANGA CROCANTE;8,81;81;2588618443486
MACA DESIDRATADA VITAO 30GR;8,81;82;4493053724361
MACA JASMINE SECA CROCANTE S/ ACUCAR;8,81;82;6172535910211
MIX APERITIVO EST ORIENTE OURO;8,81;87;8865893920923
MIX APERITIVO EST ORIENTE PREMIUM;8,81;48;8419284633868
MIX ESTR ORIENTE LIFE;8,81;46;2980768145013
MIX FEMME ESTRELA DO ORIENTE;8,81;31;8850721070011
MIX FRUITS JASMINE;8,81;62;1848986375661
MIX FRUTAS CX 15X28G BANANA/MACA/DAMASCO;8,81;25;7553519732893
RED BERRIES JASMINE 70GR;8,81;63;1652314175536
SMOOTHIES MIX JASMINE F CHIA/F TROPICAIS;8,81;80;1756465444086
UVAS PASSAS LA VIOLETERA;8,81;31;4841476690789
CAFE 3 CORACOES EX FORTE VACUO;8,81;76;5687583294109
CAFE 3 CORACOES TRADICIONAL VACUO;8,81;21;6796119683112
CAFE 3 CORACOES TRADICIONAL VACUO;8,81;41;3726325906571
CAFE 3 CORCAPPEX FORT;8,81;98;4533957391730
CAFE 3 COROCOES CLEITE;8,81;54;7834269231762
CAFE A VACUO TRADICIONAL IGUACU;8,81;88;3979331541040
CAFE ALMOFADA EXTRAFORTE PELE;8,81;71;6788654266788
CAFE BOM JESUS I PACK TRADICIONAL;8,81;61;7765257660942
CAFE BRASILEIRO EX FORTE VACUO;8,81;50;1364082109309
CAFE BRASILEIRO TRADICIONAL;8,81;51;1360963938613
CAFE BRASILEIRO TRADICIONAL;8,81;71;6013997301483
CAFE CABOCLO 500 GR;8,81;78;9483176908122
CAFE CABOCLO 500 GR;8,81;44;1735487796715
CAFE CABOCLO VACUO R;8,81;94;4542358627960
CAFE CABOCLO VACUO R;8,81;51;8013562043141
CAFE CABOCLO VACUO R;8,81;72;5246030273104
CAFE DAMASCO CLASSICO VACUO 500G ;8,81;52;8057365997772
CAFE DESCAFEINADO MELITA;8,81;81;6363270917448
CAFE DESCAFEINADO MELITA;8,81;91;9627629988658
CAFE DO PONTO ARALTO TRADICIONAL;8,81;40;9836363864871
CAFE DO PONTO DESCAFEINADO;8,81;59;3791846593942
CAFE EM CAPSULAS ESPRESSO DOLCE GUSTO NESTLE 96G;8,81;72;3590096320371
CAFE ESPRESSO INTENSO EVOLUTTO 1KG;8,81;84;3877009923972
CAFE FORT 3 CORACOES;8,81;45;4183833617833
CAFE GALO 500GR VACUO;8,81;38;7308666555900
CAFE GALO ALMOFADA;8,81;78;9637167184442
CAFE GOURMET A VACUO TRES CORACOES;8,81;62;1965117856816
CAFE MELITA RS;8,81;85;2818861698981
CAFE MELITA TRADICIONAL 500 GR;8,81;27;7165874922204
CAFE MELITTA FORTE FAZENDA 500-GRS;8,81;26;5980127076749
CAFE MELITTA FORTE FAZENDA 500-GRS;8,81;32;7388121016016
CAFE MELITTA TRADICIONAL R;8,81;43;1783430336646
CAFE MOIDO MELITTA EXTRA-FORTE;8,81;56;3818261214313
CAFE ORG KORIN 250GR;8,81;48;7561720007674
CAFE ORGANICO 3 CORACOES TORRADO E MOIDO 250G;8,81;92;3612314421449
CAFE PELE EXTRA FORTE VACUO;8,81;43;2778814781353
CAFE PILAO MOIDO SABONETE LEVEZA I PACK;8,81;90;5259370557948
CAFE PILAO ORGANICO;8,81;32;4419355369513
CAFE PILAO VACUO PURO;8,81;37;3297945579816
CAFE PIMPINELA 500GR VACUO GOLDEN;8,81;67;1877690245548
CAFE SANTA CLARA DESCAFEINADO 250G SANTA CLARA;8,81;60;7823285185975
CAFE TORRADO E MOIDO A VACUO IDEAL PACK PILAO DESCAFEINADO 250G;8,81;71;4135638860385
CAFE TORRADO E MOIDO A VACUO PILAO EXTRA FORTE 500G;8,81;32;8001541251801
CAFE TORRADO E MOIDO EM PO PILAO INTENSO 500G;8,81;26;2588597064343
CAFE TORRADO E MOIDO EXPORTACAO CAFE DO PONTO 500G;8,81;59;8535535789879
CAFE TORRADO E MOIDO EXTRA-FORTE MELITTA 500G;8,81;65;4576808722333
CAFE TORRADO E MOIDO TRADICIONAL CAFE DO PONTO 500G;8,81;72;1407758904441
CAFE TRES CORACOES CAFE C/LEITE 265GR;8,81;18;8860915335807
CAFE VACUO 3 CORACOES FORT;8,81;19;1127372927374
CAPSULA 3 CORACOES CAFE COM LEITE 10UNIDADE X 9G;8,81;18;7003555759948
CAPSULA 3 CORACOES CAFE ESPRESSO AMENO 10UNIDADE X 8G;8,81;97;1628718966606
CAPSULA 3 CORACOES CAFE ESPRESSO VIBRANTE 10UNIDADE X 8G;8,81;85;6946831204585
CAPSULA 3 CORACOES CAPPUCCINO CLASSIC 10UNIDADE X;8,81;72;4732981089244
CAPSULA 3 CORACOES CHOCOLATTO 10UNIDADE X;8,81;51;1903841673244
CAPSULA DE CAFE EXPRESSO TRES SUPREMO 8GR C/10;8,81;34;6390285100262
CAPSULAS NESCAFE DOLCE GUSTO CAFFE BUONGIORNO - 16 UNIDADES - NESTLE;8,81;38;3570352989525
COFFEE EXTRA FORTE;8,81;58;2221307018777
DOLCE GUSTO CAFFE LUNGO 16 BEVERAGES;8,81;22;5043983704722
NESCAFE DOLCE GUSTO BARISTA 16 CAPSULAS - NESTLE;8,81;61;6678741372536
NESCAFE DOLCE GUSTO DESCAFEINADO;8,81;23;5401003844428
ACHA MISTO SACH NOITE SONHOS;8,81;53;1317101732984
BAN CHA KODILAR;8,81;34;1724655371870
BEBIDA MAGRO CHA VERDE 8G LIMAO;8,81;98;6768572629144
BIO REDUX CHA VERDE SOLUVEL SABOR LIMAO COM 00 GRAMAS;8,81;17;6625360579008
BIOREDUX CHA MISTO BRASMED;8,81;96;4140065078631
BIOSLIM CHA 30G C/20SAQ HERBARIUM;8,81;90;7337651490984
BIOSLIM CHA BRANCO( MACA) 20 SACHES;8,81;42;9827768575621
BIOSLIM CHA CARQUEJA 14157;8,81;34;1372762244818
BIOSLIM CHA DE HIBISCUS;8,81;88;3493163831814
BIOSLIM CHA VER/BRANCO TANG;8,81;75;9672415356767
BIOSLIM CHA VERD, MATE E GUAR;8,81;58;2316473963398
BIOSLIM CHA VERDE E BRANCO EFERVESCENTE C/20 TAB;8,81;80;4332977126848
BIOSLIM CHA VERDE 20 SACHES;8,81;83;3967560516885
BIOSLIM CHA VERMELHO/ HIBISCUS 20 SACHES;8,81;18;6450196403823
BIOSLIM COLAGENO LIMAO 180 GR;8,81;81;2992109342801
BRIFARM CHA VERMELHO 60 CAPS;8,81;77;5170298575314
CAMOMILA KODILAR 6G;8,81;87;2141698595340
CANELA EM PAU 50G;8,81;22;1459916530279
CAPIM-CIDREIRA LINTEA 10 SACHES G;8,81;55;3308224636132
CAPIM-CIDREIRA LINTEA 10 SACHES G;8,81;30;8984435953244
CAPIM-CIDREIRA LINTEA 10 SACHES G;8,81;15;4805754090340
CAPIM-CIDREIRA MATTE LEAO 15 SACHES G;8,81;32;1745829910220
CAPIM-CIDREIRA MATTE LEAO 15 SACHES G;8,81;93;3071705603869
CHA 10 SACHE CAPIM CIDREIRA 10G - KODILAR ALIMENTOS;8,81;95;4758119163703
CHA 10 SACHE HORTELA 10G - KODILAR ALIMENTOS;8,81;17;1663825317923
CHA 30 ERVAS ;8,81;34;6909170525206
CHA 30 ERVAS 20G SPIRRO;8,81;74;9090824997388
CHA 30 ERVAS 30 DIAS FITORIO;8,81;75;8569218975020
CHA 30 ERVAS JAY MANAR;8,81;99;3389410259507
CHA 37 ERVAS PACOTE;8,81;64;5434158954021
CHA 7 ERV NATURA 70G 7ER;8,81;17;5630206662879
CHA 7 ERVAS 100GR SPIRRO;8,81;57;3879048545692
CHA 7 ERVAS 20G SPR;8,81;84;3313104818604
CHA 7 ERVAS 30 DIAS 60 SACH 1G;8,81;57;1379340025371
CHA ABACAXI E HORTELA OETKER R;8,81;58;2584704772096
CHA ALCACHO 12G 10SA V24 CANG MUNDO NATURAL;8,81;93;7202513544334
CHA ALCACHOFRA CAIXA CHILENO;8,81;67;6868711659184
CHA ALFAZEMA 20G;8,81;45;9936366924711
CHA AMARELO 500MG 100 CPS TIARAJU MASKATE;8,81;56;3147187473196
CHA AMARELO SOLUVEL 200G ;8,81;50;4815194376550
CHA AMORA PRETA 10 SACHES 10G CANGERI;8,81;80;5125847668217
CHA API-CHA 10 PRETO;8,81;39;8673949799305
CHA API-CHA CIDREIRA;8,81;32;2044528869505
CHA API-CHA MACA CANELA;8,81;28;5750776220842
CHA BAN-CHA(VERDE) 30GR C/24 ESTRELLA DA TERRA;8,81;71;1457138768503
CHA BELA FORMA CHILENO;8,81;66;2246601415674
CHA BEM ESTAR LEAO;8,81;33;2127598878308
CHA BOLDO 20G;8,81;20;7822482068402
CHA BOLDO DO CHILE 50G MAE TERRA;8,81;25;9123540343502
CHA BRANCO - CHAS REAL MULTIERVAS;8,81;97;2906878902995
CHA BRANCO 100CAPS 500M LABORATORIO VITALAB;8,81;35;7451923976038
CHA BRANCO 100CAPS 500MG LABORATORIO TIARAJU;8,81;29;1563500594637
CHA BRANCO 200G APIS FLORA;8,81;24;3084643603579
CHA BRANCO 20G SPIRRO;8,81;87;6843857618028
CHA BRANCO 30G ESTRELA DA TERRA;8,81;57;9403673658112
CHA BRANCO 500MG 100CPS CANGERI NAT ;8,81;31;3712915289405
CHA BRANCO C/ COLAGENO SABOR LARANJA 200 TIARAJU;8,81;60;5588689493666
CHA BRANCO C/LICHIA SHEFA 1LT;8,81;81;8391491364579
CHA BRANCO COM 10 SACHES DR OETKER 15G;8,81;31;2885333331939
CHA BRANCO COM COLAGENO ;8,81;47;3760506322405
CHA BRANCO COM COLAGENO ABACAXI 200GR;8,81;75;7982310436689
CHA BRANCO KODILAR R;8,81;56;3722939455636
CHA BRANCO LEAO 1L PESSEGO;8,81;28;5609759879166
CHA BRANCO RIO CAPIM SANTO CAPIM CIDREIRA;8,81;61;4779831081205
CHA BRANCO SOLUVEL - PESSEGO;8,81;88;7026974817142
CHA C/10 SAQUINHO DR, OETKER;8,81;85;1088986579429
CHA CALENDULA CHILENO;8,81;88;5314240339181
CHA CAMOMILA CAIXA CHILENO;8,81;28;2393011631507
CHA CAMOMILA SAC 20/14G;8,81;34;8949758371239
CHA CAPIM CIDR 10G MADR;8,81;46;6505844251080
CHA CAPIM CIDREIRA 50G MAE TERRA ;8,81;77;7063289877093
CHA CAPIM LIMAO MELESSA E MARACUJA 15 SACHES KOBBER;8,81;37;2612708783596
CHA CAPIM SANTO 20G SPIRRO;8,81;86;4859599098792
CHA CARQUE BEL 55G NATUSA;8,81;87;7857219039076
CHA CARQUEIJA CAIXA CHILENO;8,81;76;8271389293157
CHA CARQUEJA C/15 MATTE LEAO;8,81;98;2330049901237
CHA CARQUEJA LEAO 10X | CHA CARQUEJA LEAO 10SAQ ;8,81;17;5970604296029
CHA CHILENO 10G C/10 BOLDO;8,81;95;3285287400941
CHA CHOCOLATE E CARAMELO R;8,81;16;5186799692849
CHA DA MAMAE 30G-WELEDA;8,81;23;5039840714478
CHA DE 21 ERVAS 20GR SPIRRO;8,81;82;4993726855157
CHA DE ALCACHOFRA 25GR SPIRRO;8,81;36;4161068510819
CHA DE ALECRIM 20GR SPIRRO;8,81;90;1931248075118
CHA DE AMORA 20 GR ALDEIA NATURAL;8,81;47;5913684799044
CHA DE BOLDO DO CHILE;8,81;32;9248122985213
CHA DE BOLDO DO CHILE COM 15 SACHES DR OETKER 15G;8,81;86;3275909305236
CHA DE BOLDO LINTEA R SACHE;8,81;88;9107761138338
CHA DE CAMOMILA;8,81;84;1821301429171
CHA DE CAMOMILA;8,81;76;8147213166913
CHA DE CAMOMILA;8,81;38;2614130867730
CHA DE CAMOMILA 20GR SPIRRO;8,81;77;2255721116470
CHA DE CAMOMILA COM 15 SACHES DR OETKER 15G;8,81;31;9133663107602
CHA DE CAMOMILA DR OETKER;8,81;47;1052387112354
CHA DE CAMOMILA HIKARI 10 GR;8,81;54;8552551255998
CHA DE CAMOMILA LEAO;8,81;84;4386561091593
CHA DE CAMOMILA LIN TEA COM 10 SAQUINHOS;8,81;82;5569681791401
CHA DE CAMOMILA MULTIERVAS 10S;8,81;67;7841642114262
CHA DE CAPIM CIDREIRA;8,81;92;5963192653780
CHA DE CAPIM CIDREIRA COM 15 SACHES DR OETKER 15G;8,81;53;7444846051382
CHA DE CAPIM CIDREIRA COM LARANJA E LIMAO LEAO;8,81;42;2258541281678
CHA DE CAPIM-CIDREIRA 15 SAQUINHOS LEAO 15G;8,81;91;5861031114580
CHA DE CARQUEJA;8,81;39;7216147683318
CHA DE CARQUEJA 20G SPIRRO;8,81;62;1583412385249
CHA DE CARQUEJA COM 15 SACHES DR OETKER 15G;8,81;38;1246130416627
